participant_id,age_group,gender,education,occupation,country_of_residence,nationality,race,native_tongue,languages_spoken,english_fluency,political_party,political_inclination,listening_habits,tech_savy,ai_experience,media_consumption,participant_date_of_entry,rating_id,audio_clip_id,speech_clarity,speech_persuasiveness,speech_pace_engagement,speaker_trustworthiness,speech_trustworthiness,speaker_competence,speech_speed_influence,pitch_sincerity_effect,loudness_attention_influence,realness_scale,realness_perception,influenced_by_tone,influenced_by_quality,influenced_by_content,confidence_level,policy_agreement,likelihood_to_vote,open_ended_response,group_no,share_likely_private,share_likely_public,report_misleading,downrank_agree,watermark_action,candidate_position_after,agreement_candidate_position,candidate_consistency,candidate_alignment,confidence_candidate_position,em_anger,em_fear,em_enthusiasm,em_pride,mip_topics,mip_topics_before,perceived_threat,identity_threat,salience_before,stance_before,salience_after,stance_after,rating_created_at,topic,speaker,group
1296,51-60,she/her/hers,Associate degree,Unemployed,US,"[""Italy"", ""Finland"", ""Poland""]","[""White""]","[""English""]",1,Proficient (C2),Independent,6,"[""Music"", ""Nature Sounds""]",Comfortable,Advanced,Series binge-watcher,2025-11-12 21:00:44,16872,620,9,1,3,1,1,5,5,8,1,1,0,0,1,1,10,1,1,The audio clip was clearly fake,3,1,1,0,5,1,6,5,1,5,5,5,5,5,5,"Economy, Immigration, Government / Poor leadership, Other, Elections / Democracy, National Security","Economy, Immigration, National Security",5,5,1,5,1,5,2025-11-12 21:08:26,Racism,Trump,3
1297,41-50,he/him/his,Bachelor's degree,Hospitality & Food Services,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,8,"[""Music""]",Comfortable,Intermediate,Podcast listener,2025-11-12 21:16:55,16873,506,9,6,8,2,1,1,10,5,3,1,0,0,0,1,10,10,3,,3,1,4,1,10,8,9,9,1,10,10,2,1,5,5,"Immigration, Economy",Immigration,10,1,9,10,10,10,2025-11-12 21:20:17,Immigration,Harris,3
1305,41-50,he/him/his,High school or equivalent,Information Technology (IT) & Software,US,"[""Ireland"", ""Germany"", ""Croatia""]","[""White""]","[""English""]",1,Proficient (C2),Independent,3,"[""Music"", ""Nature Sounds"", ""Symphonies""]",Very comfortable,Intermediate,Casual viewer,2025-11-12 22:04:25,16877,600,3,2,3,1,1,1,5,7,7,2,0,1,1,1,9,2,1,Yuk.,3,1,1,0,5,5,5,1,1,2,9,4,3,1,1,"Government / Poor leadership, Elections / Democracy, Gender, Education, Climate, Racism, Economy, National Security, Healthcare, Poverty / Homelessness","Government / Poor leadership, Healthcare, Elections / Democracy, Gender, Education, Climate, Racism, Economy, National Security, Poverty / Homelessness",7,1,7,5,7,5,2025-11-12 22:11:28,Education,Trump,3
1307,51-60,she/her/hers,High school or equivalent,Transportation & Logistics,US,"[""United States of America""]","[""Black or African American""]","[""English""]",1,Proficient (C2),Democrats,4,"[""Music""]",Comfortable,Beginner,Social media scroller,2025-11-12 22:16:15,16880,509,7,8,10,10,9,8,9,10,8,8,1,1,0,0,7,10,10,No,3,8,4,0,5,5,10,10,10,10,8,1,1,3,7,"Immigration, National Security, Racism, Climate, Education, Government / Poor leadership, Crime & Public safety, Healthcare, Poverty / Homelessness","Immigration, Economy, Racism, Climate, Government / Poor leadership, Crime & Public safety, Healthcare, Poverty / Homelessness",10,1,10,9,10,10,2025-11-12 22:26:01,NationalSecurity,Harris,3
1308,51-60,he/him/his,Bachelor's degree,Information Technology (IT) & Software,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,3,"[""Audiobooks""]",Comfortable,Intermediate,Series binge-watcher,2025-11-12 22:16:26,16878,609,3,6,4,1,1,4,8,8,1,1,0,1,1,1,10,6,1,"I could not reconcile the voice with what it said, I was very confused.",3,1,1,1,8,3,2,6,6,5,2,5,3,2,1,Government / Poor leadership,Government / Poor leadership,3,5,2,2,2,9,2025-11-12 22:21:11,Immigration,Trump,3
1311,31-40,she/her/hers,High school or equivalent,Information Technology (IT) & Software,US,"[""United States of America""]","[""White""]","[""English""]",1,Advanced (C1),Democrats,8,"[""Podcasts"", ""Audiobooks""]",Comfortable,Intermediate,Social media scroller,2025-11-12 22:57:59,16881,519,10,8,8,9,9,10,8,8,9,8,1,0,0,1,9,8,9,,3,7,10,0,8,9,9,9,9,10,9,7,8,9,8,"Immigration, Climate, Racism, Elections / Democracy, Crime & Public safety, Poverty / Homelessness","Immigration, Climate, Racism, Economy, Crime & Public safety, Healthcare, Elections / Democracy",9,4,9,9,10,9,2025-11-12 23:02:20,Racism,Harris,3
1313,41-50,he/him/his,High school or equivalent,Business & Management,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Audiobooks"", ""Music"", ""Podcasts""]",Very comfortable,Advanced,News junkie,2025-11-12 23:04:14,16882,598,10,1,1,1,1,1,8,6,8,1,0,1,0,0,10,1,1,the AI interpretation was easy to know it was a fake voice,3,1,1,1,10,10,10,1,1,1,10,1,1,1,1,"Economy, Climate, Crime & Public safety, Healthcare, Poverty / Homelessness","Climate, Economy, Crime & Public safety, Poverty / Homelessness, Healthcare",10,8,10,10,10,10,2025-11-12 23:12:43,Economy,Trump,3
1316,41-50,he/him/his,Bachelor's degree,Information Technology (IT) & Software,US,"[""United States of America""]","[""Black or African American""]","[""English""]",2,Proficient (C2),Republicans,4,"[""Podcasts"", ""Nature Sounds"", ""Audiobooks""]",Very comfortable,Intermediate,Social media scroller,2025-11-12 23:33:44,16889,515,10,9,10,9,9,10,10,1,9,10,1,1,1,1,9,8,8,Yes the repeated question that most people forget ... thats interesting ,3,2,2,0,1,6,6,6,9,9,10,1,1,10,5,Crime & Public safety,Crime & Public safety,10,1,10,10,10,10,2025-11-12 23:48:42,Racism,Harris,3
1320,31-40,they/them/theirs,High school or equivalent,Unemployed,US,"[""Canada""]","[""White""]","[""English""]",1,Proficient (C2),Independent,4,"[""Music"", ""Podcasts"", ""Nature Sounds""]",Very comfortable,Beginner,Social media scroller,2025-11-13 00:45:56,16905,514,5,1,7,3,3,1,9,6,7,4,0,0,1,0,8,5,1,"The audio seemed a little weird, like maybe it was edited or generated by AI. ",3,2,1,1,10,7,5,4,1,5,8,6,4,1,1,"National Security, Economy, Racism, Government / Poor leadership, Healthcare, Poverty / Homelessness, Unifying the country","Economy, National Security, Racism, Government / Poor leadership, Healthcare, Poverty / Homelessness, Unifying the country",8,5,10,6,10,5,2025-11-13 00:51:02,Racism,Harris,3
1321,18-30,he/him/his,Bachelor's degree,Information Technology (IT) & Software,US,"[""China""]","[""Asian""]","[""English""]",2,Proficient (C2),Democrats,4,"[""Music""]",Very comfortable,Advanced,Series binge-watcher,2025-11-13 00:46:01,16901,593,5,3,3,1,1,1,3,8,3,1,0,1,1,1,10,4,1,def ai generated sound,3,1,1,1,10,10,9,5,1,1,10,5,1,5,1,"Immigration, National Security, Economy, Racism, Climate, Education, Gender, Government / Poor leadership, Elections / Democracy, Crime & Public safety, Healthcare, Poverty / Homelessness, Unifying the country","Government / Poor leadership, National Security, Economy, Racism, Climate, Education, Gender, Elections / Democracy, Crime & Public safety, Healthcare, Poverty / Homelessness, Immigration, Unifying the country",6,5,9,10,9,10,2025-11-13 00:49:09,Climate,Trump,3
1322,41-50,she/her/hers,Associate degree,Unemployed,US,"[""Germany"", ""France"", ""Sweden""]","[""White""]","[""English""]",1,Proficient (C2),Independent,3,"[""Music"", ""White Noise""]",Very comfortable,Beginner,Social media scroller,2025-11-13 00:46:24,16906,505,10,5,10,10,10,10,10,1,7,10,1,1,1,1,10,8,10,nothing stuck out as unheard or abnormal to me regarding immigration,3,2,2,0,5,4,1,10,10,8,10,1,2,7,6,"Gender, National Security, Racism, Government / Poor leadership, Elections / Democracy, Healthcare, Poverty / Homelessness, Unifying the country","Immigration, Racism, Poverty / Homelessness, Healthcare, Crime & Public safety, Elections / Democracy, Gender, Economy, Education",10,8,10,3,10,2,2025-11-13 00:51:25,Immigration,Harris,3
1323,18-30,he/him/his,High school or equivalent,Unemployed,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Independent,5,"[""Music"", ""White Noise""]",Very comfortable,Advanced,Social media scroller,2025-11-13 00:46:33,16903,486,5,8,6,7,8,8,8,5,9,3,0,1,1,1,5,8,9,"The audio seemed like it came from AI, but I'm not entirely sure.",3,5,5,0,5,8,3,10,8,9,9,1,1,10,10,"Economy, Government / Poor leadership","Government / Poor leadership, Economy",2,1,2,6,2,2,2025-11-13 00:50:54,Climate,Harris,3
1324,51-60,she/her/hers,High school or equivalent,Finance & Accounting,US,"[""United States of America""]","[""Black or African American"", ""White""]","[""English""]",1,Proficient (C2),Republicans,10,"[""Nature Sounds""]",Very comfortable,Intermediate,Other,2025-11-13 00:46:56,16904,492,8,1,1,1,1,1,10,1,1,5,0,0,1,0,5,1,1,No. The audio seemed questionable ,3,1,1,0,10,5,1,1,1,1,10,10,10,1,1,Immigration,Immigration,1,7,10,10,10,10,2025-11-13 00:51:00,Economy,Harris,3
1326,51-60,she/her/hers,Professional degree,Government & Public Sector,US,"[""United States of America""]","[""Hispanic or Latino""]","[""English""]",1,Proficient (C2),Republicans,9,"[""Podcasts""]",Very comfortable,Intermediate,Social media scroller,2025-11-13 00:47:46,16907,485,9,2,4,1,1,2,10,1,1,8,1,0,0,1,8,3,1,I don't believe anything Kamala Harris says. ,3,1,1,0,8,5,2,3,2,1,10,4,1,2,2,Economy,Economy,7,7,10,10,10,10,2025-11-13 00:53:03,Economy,Harris,3
1327,31-40,he/him/his,Associate degree,Information Technology (IT) & Software,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,10,"[""Podcasts""]",Comfortable,Intermediate,Podcast listener,2025-11-13 00:48:29,16915,624,7,7,3,6,8,4,6,3,3,6,1,1,0,0,4,5,5,,3,4,6,0,4,6,5,3,7,5,4,4,6,3,7,Education,Economy,3,7,6,3,4,6,2025-11-13 00:59:28,Racism,Trump,3
1328,41-50,he/him/his,High school or equivalent,Unemployed,US,"[""Italy""]","[""White""]","[""English""]",1,Proficient (C2),Independent,5,"[""Nature Sounds""]",Very comfortable,Intermediate,Social media scroller,2025-11-13 00:49:51,16908,510,10,2,5,6,5,7,9,7,1,4,0,1,1,1,6,2,1,Not that I can think of.,3,1,1,0,10,1,10,2,5,1,8,1,1,1,1,"Immigration, Healthcare, Poverty / Homelessness","Healthcare, Poverty / Homelessness, Immigration",7,1,10,7,10,10,2025-11-13 00:54:23,NationalSecurity,Harris,3
1329,31-40,he/him/his,Professional degree,Finance & Accounting,US,"[""South Africa"", ""United States of America""]","[""Black or African American""]","[""English""]",1,Proficient (C2),Republicans,9,"[""Music"", ""Nature Sounds""]",Very comfortable,Advanced,Podcast listener,2025-11-13 00:49:55,16916,613,8,8,8,9,8,8,8,8,10,8,1,1,0,0,8,7,9,,3,8,8,0,9,10,8,8,9,9,9,6,6,6,6,Immigration,National Security,8,8,8,9,8,8,2025-11-13 01:01:38,Immigration,Trump,3
1330,18-30,he/him/his,Master's degree,Finance & Accounting,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,8,"[""Music"", ""Nature Sounds""]",Very comfortable,Expert,Series binge-watcher,2025-11-13 00:54:02,16914,502,9,3,8,2,2,4,8,10,10,3,0,1,1,0,10,2,1,,3,1,1,1,9,3,1,2,3,2,10,3,1,5,5,Immigration,"Immigration, Climate, Crime & Public safety, Unifying the country",7,10,8,8,8,8,2025-11-13 00:59:14,Gender,Harris,3
1332,41-50,he/him/his,Bachelor's degree,"Arts, Design & Media",US,"[""United States of America"", ""Norway""]","[""White""]","[""English""]",1,Proficient (C2),Independent,5,"[""Music"", ""Podcasts"", ""Audiobooks""]",Somewhat comfortable,Beginner,Social media scroller,2025-11-13 01:19:41,16926,602,6,6,3,5,7,5,5,7,8,1,0,1,1,0,10,8,5,The audio clip was clearly doctored and edited as it was not at all natural sounding.,3,1,1,1,4,5,7,7,7,7,7,2,1,2,1,"Economy, Government / Poor leadership, Healthcare, Unifying the country","Economy, Government / Poor leadership, Healthcare, Unifying the country",5,2,5,7,5,7,2025-11-13 01:29:15,Education,Trump,3
1333,41-50,she/her/hers,Master's degree,Freelance & Self-employed,US,"[""Ireland"", ""Germany"", ""Italy""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Podcasts"", ""Symphonies""]",Very comfortable,Intermediate,Bookworm,2025-11-13 01:19:42,16917,509,4,5,6,7,7,8,5,5,7,4,0,1,1,0,3,9,9,,3,1,1,0,5,6,6,9,9,9,9,1,1,5,3,"Unifying the country, Government / Poor leadership, Healthcare, Poverty / Homelessness","Healthcare, Unifying the country, Poverty / Homelessness, Racism",4,1,4,4,3,3,2025-11-13 01:22:34,NationalSecurity,Harris,3
1334,51-60,he/him/his,Bachelor's degree,"Arts, Design & Media",US,"[""Ireland""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,2,"[""Podcasts""]",Very comfortable,Intermediate,Podcast listener,2025-11-13 01:20:02,16918,600,1,1,1,1,1,1,5,8,8,1,0,1,1,1,10,6,1,not sure what you're looking for. the clip was clearly fake and not aligned with Trump's stance on education.,3,1,1,1,10,1,10,1,1,1,10,5,5,1,1,Elections / Democracy,Elections / Democracy,8,6,9,2,9,1,2025-11-13 01:24:06,Education,Trump,3
1336,18-30,she/her/hers,Associate degree,Government & Public Sector,US,"[""United States of America"", ""Ireland""]","[""White""]","[""English""]",1,Advanced (C1),Republicans,8,"[""Music""]",Very comfortable,Advanced,Series binge-watcher,2025-11-13 01:20:09,16919,621,9,9,9,9,9,10,9,9,8,9,1,1,0,0,8,8,10,no,3,2,6,0,9,6,8,9,9,9,9,5,2,1,1,"Immigration, Economy","Economy, Immigration, Healthcare, Unifying the country",7,2,6,8,8,8,2025-11-13 01:24:16,Racism,Trump,3
1342,41-50,she/her/hers,Bachelor's degree,Business & Management,US,"[""India""]","[""Asian""]","[""Tamil""]",4,Advanced (C1),Democrats,4,"[""Audiobooks""]",Comfortable,Intermediate,Social media scroller,2025-11-13 01:23:03,16925,508,9,8,5,9,8,8,9,9,9,4,0,0,0,0,8,8,8,None,3,3,3,0,5,3,2,9,9,8,9,1,1,7,6,Economy,"Economy, Government / Poor leadership, Healthcare",5,2,9,7,8,5,2025-11-13 01:27:35,Immigration,Harris,3
1345,41-50,he/him/his,Master's degree,Finance & Accounting,US,"[""United States of America""]","[""American Indian or Alaska Native"", ""White""]","[""English""]",2,Proficient (C2),Republicans,6,"[""Music"", ""Audiobooks""]",Very comfortable,Expert,News junkie,2025-11-13 01:26:27,16929,486,7,4,5,3,3,3,3,2,2,1,0,1,0,1,10,10,10,The audio felt like it was spliced together from various clips,3,2,2,1,10,10,10,10,5,10,10,1,1,9,5,Economy,"Economy, Education, Healthcare, Unifying the country, Government / Poor leadership, Poverty / Homelessness",1,1,1,1,1,1,2025-11-13 01:30:41,Climate,Harris,3
1346,41-50,she/her/hers,High school or equivalent,Healthcare & Medical,US,"[""Italy""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,10,"[""Music""]",Comfortable,Intermediate,Casual viewer,2025-11-13 01:26:34,16930,598,10,10,9,9,9,10,10,1,8,2,0,1,0,1,9,6,9,,3,2,1,0,9,5,8,9,8,8,8,1,1,10,9,Economy,"Economy, Crime & Public safety",10,1,10,9,10,9,2025-11-13 01:30:50,Economy,Trump,3
1347,31-40,he/him/his,Bachelor's degree,Science & Research,US,"[""China""]","[""Asian""]","[""English""]",2,Proficient (C2),Democrats,5,"[""Podcasts""]",Very comfortable,Advanced,Podcast listener,2025-11-13 01:26:40,16937,603,9,5,1,1,1,1,1,1,1,1,0,1,0,1,10,3,1,no,3,1,1,1,10,10,9,5,1,1,5,1,1,1,1,Economy,Economy,1,1,5,5,10,10,2025-11-13 01:36:34,Education,Trump,3
1353,31-40,she/her/hers,Bachelor's degree,Education & Training,US,"[""United States of America""]","[""White""]","[""English""]",1,Advanced (C1),Democrats,1,"[""Podcasts""]",Very comfortable,Intermediate,Social media scroller,2025-11-13 01:29:18,16932,505,9,7,8,9,9,9,10,3,6,9,1,1,1,1,9,8,10,Not particularly,3,7,7,0,10,10,4,9,8,10,10,2,2,5,6,"Government / Poor leadership, Poverty / Homelessness, Healthcare, Unifying the country, Elections / Democracy","Government / Poor leadership, Economy, Elections / Democracy, Poverty / Homelessness, Healthcare",8,1,8,2,6,3,2025-11-13 01:33:47,Immigration,Harris,3
1356,60<,she/her/hers,Associate degree,Healthcare & Medical,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Music"", ""Symphonies"", ""Nature Sounds""]",Comfortable,Intermediate,News junkie,2025-11-13 01:29:59,16938,497,10,10,10,10,10,10,10,1,2,3,0,0,1,0,6,10,10,nothing,3,4,3,0,5,2,9,10,10,10,10,3,2,8,9,Economy,Economy,6,1,4,5,10,7,2025-11-13 01:36:52,Education,Harris,3
1357,60<,she/her/hers,Master's degree,Education & Training,US,"[""Germany""]","[""White""]","[""German""]",2,Proficient (C2),Democrats,5,"[""Podcasts""]",Somewhat comfortable,Beginner,Podcast listener,2025-11-13 01:31:02,16940,498,8,8,8,8,8,8,1,4,2,8,1,1,0,0,7,8,8,The questions I got were not about the top issues I picked.,3,3,3,0,9,8,8,8,8,8,8,1,1,3,2,Economy,Elections / Democracy,8,1,8,8,8,8,2025-11-13 01:37:48,Education,Harris,3
1360,18-30,she/her/hers,Bachelor's degree,Healthcare & Medical,US,"[""Mexico""]","[""Hispanic or Latino""]","[""Spanish""]",2,Advanced (C1),Democrats,2,"[""Music"", ""Nature Sounds""]",Comfortable,Beginner,Bookworm,2025-11-13 01:59:51,16942,516,6,7,8,8,8,9,9,2,6,6,0,0,1,0,3,7,10,,3,5,3,0,9,5,2,9,9,7,8,1,1,6,8,"Immigration, Economy, Racism, Government / Poor leadership","Economy, Immigration, Government / Poor leadership, Healthcare",7,1,9,7,8,6,2025-11-13 02:03:46,Racism,Harris,3
1364,41-50,he/him/his,No degree,Trades & Construction,US,"[""Ireland""]","[""White""]","[""English""]",1,Proficient (C2),Independent,5,"[""Music"", ""Podcasts""]",Very comfortable,Advanced,Social media scroller,2025-11-13 01:59:56,16943,616,10,5,5,5,5,6,10,1,1,10,1,1,1,1,10,6,7,No,3,1,1,0,8,1,10,7,9,7,9,1,1,1,4,Economy,Economy,3,1,7,7,7,7,2025-11-13 02:04:21,NationalSecurity,Trump,3
1365,18-30,she/her/hers,Master's degree,"Arts, Design & Media",US,"[""Germany"", ""Canada"", ""Norway""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Audiobooks"", ""Podcasts"", ""Music""]",Very comfortable,Advanced,Social media scroller,2025-11-13 02:00:10,16941,488,10,2,3,5,5,5,4,4,2,3,0,0,1,1,8,3,5,It sounded AI generated. Too monotone. ,3,1,1,1,10,1,6,5,2,5,8,5,1,2,1,"Economy, Government / Poor leadership, Elections / Democracy, Healthcare, Poverty / Homelessness","Economy, Education, Government / Poor leadership, Elections / Democracy, Healthcare, Poverty / Homelessness",2,2,5,9,5,9,2025-11-13 02:03:20,Climate,Harris,3
1367,31-40,she/her/hers,Bachelor's degree,Healthcare & Medical,US,"[""Ireland""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,6,"[""Music""]",Very comfortable,Intermediate,Social media scroller,2025-11-13 02:00:24,16947,501,8,1,5,3,2,4,9,1,1,3,0,0,0,1,2,5,2,The statement she makes doesn’t seem to match her actual viewd,3,1,1,0,10,1,8,3,1,6,3,4,1,1,1,Economy,Economy,6,3,9,7,9,10,2025-11-13 02:07:34,Gender,Harris,3
1369,18-30,he/him/his,Doctorate,Finance & Accounting,US,"[""Burkina Faso""]","[""Black or African American""]","[""English""]",1,Proficient (C2),Republicans,5,"[""Podcasts"", ""Audiobooks"", ""Music""]",Comfortable,Intermediate,Social media scroller,2025-11-13 02:00:31,16945,604,10,10,10,8,9,10,10,10,10,8,1,1,0,0,6,9,9,The structure of this study was really interesting,3,9,7,0,3,5,10,9,9,9,9,2,1,7,9,"Immigration, National Security, Government / Poor leadership","Immigration, Economy, Government / Poor leadership",7,4,8,7,8,9,2025-11-13 02:06:40,Gender,Trump,3
1370,51-60,she/her/hers,Associate degree,Education & Training,US,"[""Germany"", ""Poland"", ""Ireland""]","[""White""]","[""English""]",1,Proficient (C2),Independent,4,"[""Podcasts"", ""Music""]",Very comfortable,Intermediate,Bookworm,2025-11-13 02:06:45,16946,488,7,8,7,8,7,9,2,3,2,4,0,0,1,0,3,5,6,The clip shared did not seem to relate to the questions I was being asked.  It could have been about any issue.,3,1,1,0,9,4,5,5,4,6,2,2,1,3,3,"Unifying the country, Government / Poor leadership, Healthcare, Education, Gender","Unifying the country, Government / Poor leadership, Healthcare, Gender, Education",2,2,5,7,5,7,2025-11-13 02:06:46,Climate,Harris,3
1371,31-40,he/him/his,High school or equivalent,Unemployed,US,"[""Germany"", ""United States of America""]","[""White""]","[""English""]",1,Upper-Intermediate (B2),Independent,5,"[""Music"", ""Symphonies"", ""Podcasts""]",Very comfortable,Intermediate,Series binge-watcher,2025-11-13 02:07:29,16949,610,10,5,8,8,8,7,10,8,8,8,1,1,1,0,7,7,5,Keep asking if it was AI generated or not and how I would feel if it was.,3,1,1,0,6,1,8,6,7,7,6,4,1,2,3,"Immigration, Economy, Climate, Government / Poor leadership, Healthcare, Poverty / Homelessness","Immigration, Economy, Climate, Government / Poor leadership, Healthcare, Poverty / Homelessness",8,2,6,8,7,8,2025-11-13 02:12:53,Immigration,Trump,3
1372,60<,she/her/hers,Associate degree,"Arts, Design & Media",US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,3,"[""Music""]",Comfortable,Intermediate,Series binge-watcher,2025-11-13 02:08:25,16948,610,10,5,8,4,3,4,10,3,4,1,0,1,1,1,10,6,5,,3,1,1,1,10,1,4,6,3,5,7,1,1,1,1,"Economy, Healthcare","Economy, Healthcare",8,1,8,8,8,8,2025-11-13 02:11:19,Immigration,Trump,3
